path_id,entry_point_id,target_asset_id,hop_sequence,hop_count,path_probability,normalized_score,priority_label,generated_at,explanations,traverses
AP-0741,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA22-A9EB,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA12-F55A>EXT-PL-F51124>SYS-DA22-A9EB,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA12-F55A>EXT-PL-F51124>SYS-DA22-A9EB
AP-0742,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA23-906B,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA12-F55A>EXT-PL-F51124>SYS-DA23-906B,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA23-906B>EXT-PL-F51124>SYS-DA12-F55A
AP-0743,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA24-5F96,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA12-F55A>EXT-PL-F51124>SYS-DA24-5F96,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA12-F55A>SYS-DA24-5F96>EXT-PL-F51124
AP-0744,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA25-F605,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA12-F55A>EXT-PL-F51124>SYS-DA25-F605,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA12-F55A>SYS-DA25-F605>EXT-PL-F51124
AP-0745,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA26-3233,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA12-F55A>EXT-PL-F51124>SYS-DA26-3233,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA26-3233>EXT-PL-F51124>SYS-DA12-F55A
AP-0746,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA27-ECA1,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA12-F55A>EXT-PL-F51124>SYS-DA27-ECA1,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA27-ECA1>SYS-DA12-F55A>EXT-PL-F51124
AP-0747,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA28-6B3D,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA12-F55A>EXT-PL-F51124>SYS-DA28-6B3D,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA12-F55A>SYS-DA28-6B3D
AP-0748,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA29-9521,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA12-F55A>EXT-PL-F51124>SYS-DA29-9521,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA12-F55A>SYS-DA29-9521
AP-0749,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA7-62ED,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA12-F55A>EXT-PL-F51124>SYS-DA7-62ED,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA7-62ED>EXT-PL-F51124>SYS-DA12-F55A
AP-0750,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA8-77F8,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA12-F55A>EXT-PL-F51124>SYS-DA8-77F8,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA8-77F8>EXT-PL-F51124>SYS-DA12-F55A
AP-0751,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA9-228C,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA12-F55A>EXT-PL-F51124>SYS-DA9-228C,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA12-F55A>EXT-PL-F51124>SYS-DA9-228C
AP-0752,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA10-DEF7,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA10-DEF7,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA13-917E>SYS-DA10-DEF7
AP-0753,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA11-E135,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA11-E135,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA11-E135>SYS-DA13-917E
AP-0754,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA12-F55A,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA12-F55A,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA12-F55A>EXT-PL-F51124>SYS-DA13-917E
AP-0755,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA14-9849,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA14-9849,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA14-9849>SYS-DA13-917E>EXT-PL-F51124
AP-0756,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA15-5D9A,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA15-5D9A,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA13-917E>SYS-DA15-5D9A
AP-0757,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA16-7F94,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA16-7F94,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA13-917E>EXT-PL-F51124>SYS-DA16-7F94
AP-0758,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA19-ABC8,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA19-ABC8,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA13-917E>SYS-DA19-ABC8>EXT-PL-F51124
AP-0759,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA20-D69E,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA20-D69E,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA20-D69E>SYS-DA13-917E>EXT-PL-F51124
AP-0760,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA21-FA93,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA21-FA93,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA13-917E>SYS-DA21-FA93
AP-0761,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA22-A9EB,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA22-A9EB,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA22-A9EB>SYS-DA13-917E>EXT-PL-F51124
AP-0762,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA23-906B,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA23-906B,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA23-906B>SYS-DA13-917E>EXT-PL-F51124
AP-0763,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA24-5F96,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA24-5F96,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA13-917E>SYS-DA24-5F96
AP-0764,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA25-F605,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA25-F605,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA13-917E>SYS-DA25-F605>EXT-PL-F51124
AP-0765,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA26-3233,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA26-3233,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA26-3233>SYS-DA13-917E
AP-0766,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA27-ECA1,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA27-ECA1,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA27-ECA1>SYS-DA13-917E
AP-0767,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA28-6B3D,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA28-6B3D,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA28-6B3D>SYS-DA13-917E>EXT-PL-F51124
AP-0768,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA29-9521,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA29-9521,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA13-917E>EXT-PL-F51124>SYS-DA29-9521
AP-0769,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA7-62ED,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA7-62ED,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA7-62ED>EXT-PL-F51124>SYS-DA13-917E
AP-0770,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA8-77F8,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA8-77F8,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA13-917E>SYS-DA8-77F8
AP-0771,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA9-228C,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA13-917E>EXT-PL-F51124>SYS-DA9-228C,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA9-228C>EXT-PL-F51124>SYS-DA13-917E
AP-0772,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA10-DEF7,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA10-DEF7,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA14-9849>SYS-DA10-DEF7>EXT-PL-F51124
AP-0773,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA11-E135,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA11-E135,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA14-9849>SYS-DA11-E135
AP-0774,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA12-F55A,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA12-F55A,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA12-F55A>SYS-DA14-9849
AP-0775,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA13-917E,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA13-917E,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA14-9849>SYS-DA13-917E
AP-0776,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA15-5D9A,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA15-5D9A,3,0.309557,0.9025,High,2026-05-20T05:30:42.844Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA15-5D9A>EXT-PL-F51124>SYS-DA14-9849
AP-0777,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA16-7F94,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA16-7F94,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA16-7F94>SYS-DA14-9849>EXT-PL-F51124
AP-0778,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA19-ABC8,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA19-ABC8,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA14-9849>SYS-DA19-ABC8>EXT-PL-F51124
AP-0779,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA20-D69E,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA20-D69E,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA14-9849>SYS-DA20-D69E
AP-0780,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA21-FA93,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA21-FA93,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA21-FA93>SYS-DA14-9849>EXT-PL-F51124
AP-0781,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA22-A9EB,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA22-A9EB,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA14-9849>SYS-DA22-A9EB
AP-0782,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA23-906B,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA23-906B,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA23-906B>SYS-DA14-9849
AP-0783,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA24-5F96,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA24-5F96,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA14-9849>SYS-DA24-5F96
AP-0784,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA25-F605,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA25-F605,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA25-F605>SYS-DA14-9849
AP-0785,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA26-3233,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA26-3233,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA14-9849>SYS-DA26-3233
AP-0786,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA27-ECA1,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA27-ECA1,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA14-9849>SYS-DA27-ECA1>EXT-PL-F51124
AP-0787,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA28-6B3D,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA28-6B3D,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA28-6B3D>EXT-PL-F51124>SYS-DA14-9849
AP-0788,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA29-9521,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA29-9521,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA14-9849>SYS-DA29-9521
AP-0789,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA7-62ED,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA7-62ED,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA14-9849>SYS-DA7-62ED
AP-0790,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA8-77F8,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA8-77F8,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA14-9849>SYS-DA8-77F8>EXT-PL-F51124
AP-0791,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA9-228C,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA14-9849>EXT-PL-F51124>SYS-DA9-228C,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA9-228C>EXT-PL-F51124>SYS-DA14-9849
AP-0792,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA10-DEF7,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA15-5D9A>EXT-PL-F51124>SYS-DA10-DEF7,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA10-DEF7>SYS-DA15-5D9A
AP-0793,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA11-E135,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA15-5D9A>EXT-PL-F51124>SYS-DA11-E135,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA11-E135>EXT-PL-F51124>SYS-DA15-5D9A
AP-0794,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA12-F55A,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA15-5D9A>EXT-PL-F51124>SYS-DA12-F55A,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA15-5D9A>EXT-PL-F51124>SYS-DA12-F55A
AP-0795,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA13-917E,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA15-5D9A>EXT-PL-F51124>SYS-DA13-917E,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA13-917E>SYS-DA15-5D9A>EXT-PL-F51124
AP-0796,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA14-9849,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA15-5D9A>EXT-PL-F51124>SYS-DA14-9849,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA14-9849>EXT-PL-F51124>SYS-DA15-5D9A
AP-0797,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA16-7F94,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA15-5D9A>EXT-PL-F51124>SYS-DA16-7F94,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA15-5D9A>SYS-DA16-7F94>EXT-PL-F51124
AP-0798,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA19-ABC8,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA15-5D9A>EXT-PL-F51124>SYS-DA19-ABC8,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA19-ABC8>EXT-PL-F51124>SYS-DA15-5D9A
AP-0799,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA20-D69E,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA15-5D9A>EXT-PL-F51124>SYS-DA20-D69E,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA20-D69E>SYS-DA15-5D9A
AP-0800,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA21-FA93,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA15-5D9A>EXT-PL-F51124>SYS-DA21-FA93,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,SYS-DA15-5D9A>SYS-DA21-FA93>EXT-PL-F51124
AP-0801,TP-EXT-PL-A2E704-AUTO-ING-01,SYS-DA22-A9EB,TP-EXT-PL-A2E704-AUTO-ING-01>EXT-PL-A2E704>SYS-DA15-5D9A>EXT-PL-F51124>SYS-DA22-A9EB,3,0.309557,0.9025,High,2026-05-20T05:30:42.845Z,entry_likelihood_value(High)=0.7 | attack_success_factor(Medium)=0.7 | source_weight(external)=0.7,EXT-PL-F51124>SYS-DA15-5D9A>SYS-DA22-A9EB
